day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
4,400,VEV_4500,726,6,724,17,,,742,6,744,17,,,734.0,0.0
4,400,VELVETFRUIT_EXTRACT,5231,56,,,,,5237,56,,,,,5234.0,0.0
4,500,VEV_5500,1,24,,,,,2,24,,,,,1.5,0.0
4,500,VEV_5400,5,24,,,,,6,24,,,,,5.5,0.0
4,500,VEV_6500,0,13,,,,,1,13,,,,,0.5,0.0
4,500,VEV_5300,26,24,,,,,28,24,,,,,27.0,0.0
4,500,VEV_5200,70,20,,,,,73,20,,,,,71.5,0.0
4,500,VEV_4500,727,6,725,14,,,743,6,744,14,,,735.0,0.0
4,500,HYDROGEL_PACK,9986,13,9983,25,,,10002,13,10004,25,,,9994.0,0.0
4,500,VELVETFRUIT_EXTRACT,5232,63,,,,,5237,17,5238,46,,,5234.5,0.0
4,500,VEV_5100,142,20,,,,,146,20,,,,,144.0,0.0
4,500,VEV_4000,1224,8,1222,24,,,1245,8,1248,24,,,1234.5,0.0
4,500,VEV_5000,234,6,233,14,,,239,6,240,14,,,236.5,0.0
4,500,VEV_6000,0,24,,,,,1,24,,,,,0.5,0.0
4,600,VEV_4500,726,6,724,24,,,741,6,743,24,,,733.5,0.0
4,600,VELVETFRUIT_EXTRACT,5231,73,,,,,5236,24,5237,49,,,5233.5,0.0
4,600,VEV_5100,141,30,,,,,145,30,,,,,143.0,0.0
4,600,VEV_4000,1223,12,1221,28,,,1244,12,1246,28,,,1233.5,0.0
4,600,VEV_5000,233,6,232,24,,,238,6,239,24,,,235.5,0.0
4,600,VEV_6000,0,29,,,,,1,29,,,,,0.5,0.0
4,600,HYDROGEL_PACK,9983,13,9980,29,,,9999,13,10001,29,,,9991.0,0.0
4,600,VEV_5500,1,29,,,,,2,29,,,,,1.5,0.0
4,600,VEV_5400,5,29,,,,,6,29,,,,,5.5,0.0
4,600,VEV_6500,0,15,,,,,1,15,,,,,0.5,0.0
4,600,VEV_5300,26,29,,,,,28,29,,,,,27.0,0.0
4,600,VEV_5200,69,30,,,,,72,30,,,,,70.5,0.0
4,700,VELVETFRUIT_EXTRACT,5231,9,5229,66,,,5234,20,5235,46,,,5232.5,0.0
4,700,HYDROGEL_PACK,9984,11,9982,20,,,10000,11,10003,20,,,9992.0,0.0
4,700,VEV_5100,140,10,139,13,,,143,10,144,13,,,141.5,0.0
4,700,VEV_4000,1221,10,1219,29,,,1242,10,1245,29,,,1231.5,0.0
4,700,VEV_5000,231,10,230,13,,,237,23,,,,,234.0,0.0
4,700,VEV_6000,0,17,,,,,1,17,,,,,0.5,0.0
4,700,VEV_5500,1,17,,,,,2,17,,,,,1.5,0.0
4,700,VEV_5400,5,17,,,,,6,17,,,,,5.5,-15.222000122070312
4,700,VEV_6500,0,16,,,,,1,16,,,,,0.5,0.0
4,700,VEV_5300,25,17,,,,,27,17,,,,,26.0,0.0
4,700,VEV_5200,68,23,,,,,71,23,,,,,69.5,0.0
4,700,VEV_4500,724,10,722,13,,,740,10,741,13,,,732.0,0.0
4,800,VEV_5100,140,33,,,,,144,33,,,,,142.0,0.0
4,800,VEV_4000,1222,15,1220,29,,,1243,15,1245,29,,,1232.5,0.0
4,800,VEV_5000,232,12,231,21,,,237,12,238,21,,,234.5,0.0
4,800,VEV_6000,0,24,,,,,1,24,,,,,0.5,0.0
4,800,VEV_5500,1,24,,,,,2,24,,,,,1.5,0.0
4,800,VEV_5400,5,24,,,,,6,24,,,,,5.5,-21.536468505859375
4,800,VEV_6500,0,17,,,,,1,17,,,,,0.5,0.0
4,800,VEV_5300,26,8,25,16,,,27,24,,,,,26.5,0.0
4,800,VEV_5200,69,33,,,,,71,33,,,,,70.0,0.0
4,800,HYDROGEL_PACK,9983,10,9981,22,,,9999,10,10002,22,,,9991.0,0.0
4,800,VEV_4500,725,12,723,21,,,740,12,742,21,,,732.5,0.0
4,800,VELVETFRUIT_EXTRACT,5230,21,5229,40,,,5235,21,5236,40,,,5232.5,0.0
4,900,VEV_5500,1,18,,,,,2,18,,,,,1.5,0.0
4,900,VEV_5400,5,18,,,,,6,18,,,,,5.5,-33.285186767578125
4,900,VEV_5300,25,18,,,,,27,18,,,,,26.0,0.0
4,900,VEV_5200,69,29,,,,,71,29,,,,,70.0,0.0
4,900,VEV_6500,0,19,,,,,1,19,,,,,0.5,0.0
4,900,VEV_4500,725,11,723,18,,,740,11,742,18,,,732.5,0.0
4,900,VELVETFRUIT_EXTRACT,5230,19,5229,37,,,5235,19,5236,37,,,5232.5,0.0
4,900,HYDROGEL_PACK,9981,10,9978,29,,,9997,10,9999,29,,,9989.0,0.0
4,900,VEV_4000,1222,10,1220,19,,,1243,10,1245,19,,,1232.5,0.0
4,900,VEV_5100,140,29,,,,,144,29,,,,,142.0,0.0
4,900,VEV_5000,232,11,231,18,,,237,11,238,18,,,234.5,0.0
4,900,VEV_6000,0,18,,,,,1,18,,,,,0.5,0.0
4,1000,VEV_4500,723,10,721,24,,,738,10,740,24,,,730.5,0.0
4,1000,VELVETFRUIT_EXTRACT,5228,23,5227,36,,,5233,23,5234,36,,,5230.5,0.0
4,1000,VEV_4000,1220,8,1218,16,,,1241,8,1243,16,,,1230.5,0.0
4,1000,VEV_5100,138,34,,,,,142,10,143,24,,,140.0,0.0
4,1000,VEV_5000,230,10,229,24,,,235,10,236,24,,,232.5,0.0
4,1000,VEV_6500,0,17,,,,,1,17,,,,,0.5,0.0
4,1000,VEV_5500,1,19,,,,,2,19,,,,,1.5,0.0
4,1000,VEV_5400,5,19,,,,,6,19,,,,,5.5,-58.63714599609375
4,1000,VEV_6000,0,19,,,,,1,19,,,,,0.5,0.0
4,1000,VEV_5300,25,19,,,,,26,9,27,10,,,25.5,0.0
4,1000,VEV_5200,68,10,67,24,,,70,34,,,,,69.0,0.0
4,1000,HYDROGEL_PACK,9982,15,9979,20,,,9998,15,10000,20,,,9990.0,0.0
4,1100,VELVETFRUIT_EXTRACT,5231,5,5228,61,,,5234,61,,,,,5232.5,0.0
4,1100,VEV_6000,0,24,,,,,1,24,,,,,0.5,0.0
4,1100,HYDROGEL_PACK,9981,13,9979,25,,,9997,13,10000,25,,,9989.0,0.0
4,1100,VEV_4000,1221,10,1218,29,,,1241,10,1244,29,,,1231.0,0.0
4,1100,VEV_5100,139,11,138,13,,,143,24,,,,,141.0,0.0
4,1100,VEV_5000,230,24,,,,,236,24,,,,,233.0,0.0
4,1100,VEV_5500,1,24,,,,,2,24,,,,,1.5,0.0
4,1100,VEV_5400,5,24,,,,,6,24,,,,,5.5,-65.8536376953125
4,1100,VEV_5300,25,24,,,,,27,24,,,,,26.0,0.0
4,1100,VEV_5200,68,24,,,,,70,24,,,,,69.0,0.0
4,1100,VEV_6500,0,16,,,,,1,16,,,,,0.5,0.0
4,1100,VEV_4500,723,11,721,13,,,739,11,741,13,,,731.0,0.0
4,1200,VEV_4000,1220,8,1218,22,,,1241,8,1243,22,,,1230.5,0.0
4,1200,VEV_5100,138,20,,,,,142,7,143,13,,,140.0,0.0
4,1200,VEV_5000,230,7,229,13,,,235,7,236,13,,,232.5,0.0
4,1200,VEV_6500,0,15,,,,,1,15,,,,,0.5,0.0
4,1200,VEV_5500,1,19,,,,,2,19,,,,,1.5,0.0
4,1200,VEV_5400,5,19,,,,,6,19,,,,,5.5,-85.55792236328125
4,1200,VEV_6000,0,19,,,,,1,19,,,,,0.5,0.0
4,1200,VEV_5300,25,19,,,,,27,19,,,,,26.0,0.0
4,1200,VEV_5200,68,7,67,13,,,70,20,,,,,69.0,0.0
4,1200,HYDROGEL_PACK,9983,11,9980,27,,,9999,11,10001,27,,,9991.0,0.0
4,1200,VEV_4500,723,7,721,13,,,738,7,740,13,,,730.5,0.0
4,1200,VELVETFRUIT_EXTRACT,5228,21,5227,43,,,5233,21,5234,43,,,5230.5,0.0
4,1300,VEV_5500,1,22,,,,,2,22,,,,,1.5,0.0
4,1300,VEV_5400,5,22,,,,,6,22,,,,,5.5,-71.91534423828125
4,1300,VEV_5300,25,22,,,,,27,22,,,,,26.0,0.0
4,1300,VEV_5200,69,33,,,,,71,33,,,,,70.0,0.0
4,1300,VEV_6500,0,12,,,,,1,12,,,,,0.5,0.0
4,1300,VEV_4500,725,10,723,23,,,740,10,742,23,,,732.5,0.0
4,1300,VELVETFRUIT_EXTRACT,5232,6,5230,22,5229,41,5235,63,,,,,5233.5,0.0
4,1300,VEV_6000,0,22,,,,,1,22,,,,,0.5,0.0
4,1300,HYDROGEL_PACK,9982,14,9979,27,,,9998,14,10000,27,,,9990.0,0.0
4,1300,VEV_4000,1222,7,1220,15,,,1243,7,1245,15,,,1232.5,0.0
4,1300,VEV_5100,140,33,,,,,144,33,,,,,142.0,0.0
4,1300,VEV_5000,232,10,231,23,,,237,10,238,23,,,234.5,0.0
4,1400,VEV_4500,725,12,723,19,,,741,12,742,19,,,733.0,0.0
4,1400,VELVETFRUIT_EXTRACT,5230,50,,,,,5235,18,5236,32,,,5232.5,0.0
4,1400,VEV_4000,1222,12,1220,29,,,1243,12,1246,29,,,1232.5,0.0
4,1400,VEV_5100,140,31,,,,,144,12,145,19,,,142.0,0.0
4,1400,VEV_5300,26,24,,,,,27,24,,,,,26.5,0.0
4,1400,VEV_5000,232,12,231,19,,,238,31,,,,,235.0,0.0
4,1400,VEV_5400,5,24,,,,,6,24,,,,,5.5,-76.4921875
4,1400,VEV_6500,0,16,,,,,1,16,,,,,0.5,0.0
4,1400,VEV_5500,1,24,,,,,2,24,,,,,1.5,0.0
4,1400,VEV_6000,0,24,,,,,1,24,,,,,0.5,0.0
4,1400,VEV_5200,69,31,,,,,71,12,72,19,,,70.0,0.0
4,1400,HYDROGEL_PACK,9980,14,9978,22,,,9996,14,9999,22,,,9988.0,0.0
4,1500,VELVETFRUIT_EXTRACT,5230,68,,,,,5236,68,,,,,5233.0,0.0
4,1500,VEV_6000,0,29,,,,,1,29,,,,,0.5,0.0
4,1500,VEV_5000,232,11,231,24,,,238,35,,,,,235.0,0.0
4,1500,VEV_5100,140,35,,,,,144,11,145,24,,,142.0,0.0
4,1500,HYDROGEL_PACK,9979,12,9977,24,,,9995,12,9998,24,,,9987.0,0.0
4,1500,VEV_4000,1223,15,1220,18,,,1243,15,1246,18,,,1233.0,0.0
4,1500,VEV_5200,69,35,,,,,71,11,72,24,,,70.0,0.0
4,1500,VEV_5300,26,29,,,,,27,29,,,,,26.5,0.0
4,1500,VEV_5400,5,29,,,,,6,29,,,,,5.5,-83.115234375
4,1500,VEV_6500,0,17,,,,,1,17,,,,,0.5,0.0
4,1500,VEV_4500,725,11,723,24,,,741,11,743,24,,,733.0,0.0
4,1500,VEV_5500,1,29,,,,,2,29,,,,,1.5,0.0
4,1600,VEV_4000,1223,10,1221,27,,,1244,10,1247,27,,,1233.5,0.0
4,1600,VEV_5200,69,31,,,,,72,31,,,,,70.5,0.0
4,1600,VEV_5300,26,25,,,,,28,25,,,,,27.0,0.0
4,1600,VEV_5400,5,25,,,,,6,25,,,,,5.5,-76.760498046875
4,1600,VEV_6500,0,18,,,,,1,18,,,,,0.5,0.0
4,1600,VEV_5500,1,25,,,,,2,25,,,,,1.5,0.0
4,1600,VEV_6000,0,25,,,,,1,25,,,,,0.5,0.0
4,1600,VEV_5000,233,10,232,21,,,239,31,,,,,236.0,0.0
4,1600,VEV_5100,141,31,,,,,145,31,,,,,143.0,0.0
4,1600,HYDROGEL_PACK,9979,12,9976,22,,,9995,12,9997,22,,,9987.0,0.0
4,1600,VEV_4500,726,10,724,21,,,742,10,743,21,,,734.0,0.0
4,1600,VELVETFRUIT_EXTRACT,5231,57,,,,,5236,24,5237,33,,,5233.5,0.0
4,1700,VEV_5200,70,25,,,,,72,25,,,,,71.0,0.0
4,1700,VEV_5300,26,21,,,,,28,21,,,,,27.0,0.0
4,1700,VEV_5400,5,21,,,,,6,21,,,,,5.5,-77.6163330078125
4,1700,VEV_6500,0,16,,,,,1,16,,,,,0.5,0.0
4,1700,VEV_4500,726,6,724,19,,,742,6,744,19,,,734.0,0.0
4,1700,VEV_5500,1,21,,,,,2,21,,,,,1.5,0.0
4,1700,VELVETFRUIT_EXTRACT,5232,23,5231,34,,,5237,57,,,,,5234.5,0.0
4,1700,VEV_6000,0,21,,,,,1,21,,,,,0.5,0.0
4,1700,VEV_5000,233,25,,,,,239,25,,,,,236.0,0.0
4,1700,VEV_5100,141,25,,,,,145,6,146,19,,,143.0,0.0
4,1700,HYDROGEL_PACK,9975,12,9973,23,,,9991,12,9994,23,,,9983.0,0.0
4,1700,VEV_4000,1224,9,1221,20,,,1244,9,1247,20,,,1234.0,0.0
4,1800,VEV_4500,725,7,723,12,,,741,7,742,12,,,733.0,0.0
4,1800,VELVETFRUIT_EXTRACT,5230,61,,,,,5232,10,5235,20,5236,41,5231.0,0.0
4,1800,VEV_4000,1222,12,1220,17,,,1243,12,1246,17,,,1232.5,0.0
4,1800,VEV_5200,69,19,,,,,71,19,,,,,70.0,0.0
4,1800,VEV_5300,26,26,,,,,27,26,,,,,26.5,0.0
4,1800,VEV_5400,5,26,,,,,6,26,,,,,5.5,-117.8153076171875
4,1800,VEV_6500,0,19,,,,,1,19,,,,,0.5,0.0
4,1800,VEV_5500,1,26,,,,,2,26,,,,,1.5,0.0
4,1800,VEV_6000,0,26,,,,,1,26,,,,,0.5,0.0
4,1800,VEV_5000,232,7,231,12,,,238,19,,,,,235.0,0.0
4,1800,HYDROGEL_PACK,9973,11,9971,29,,,9989,11,9992,29,,,9981.0,0.0
4,1800,VEV_5100,140,19,,,,,144,7,145,12,,,142.0,0.0
4,1900,VELVETFRUIT_EXTRACT,5230,21,5229,45,,,5235,66,,,,,5232.5,0.0
4,1900,VEV_6000,0,22,,,,,1,22,,,,,0.5,0.0
4,1900,VEV_5000,231,30,,,,,237,8,238,22,,,234.0,0.0
4,1900,HYDROGEL_PACK,9974,15,9972,26,,,9990,15,9993,26,,,9982.0,0.0
4,1900,VEV_5100,140,30,,,,,144,30,,,,,142.0,0.0
4,1900,VEV_4000,1222,11,1220,26,,,1243,11,1245,26,,,1232.5,0.0
4,1900,VEV_4500,725,8,723,22,,,740,8,742,22,,,732.5,0.0
4,1900,VEV_5200,69,8,68,22,,,71,30,,,,,70.0,0.0
4,1900,VEV_5300,25,22,,,,,27,22,,,,,26.0,0.0
4,1900,VEV_5400,5,22,,,,,6,22,,,,,5.5,-137.56689453125
4,1900,VEV_6500,0,15,,,,,1,15,,,,,0.5,0.0
4,1900,VEV_5500,1,22,,,,,2,22,,,,,1.5,0.0
4,2000,VEV_5200,69,26,,,,,72,26,,,,,70.5,0.0
4,2000,VEV_5300,26,25,,,,,27,6,28,19,,,26.5,0.0
4,2000,VEV_5400,5,25,,,,,6,25,,,,,5.5,-108.337158203125
4,2000,VEV_6500,0,18,,,,,1,18,,,,,0.5,0.0
4,2000,VEV_5500,1,25,,,,,2,25,,,,,1.5,0.0
4,2000,VEV_6000,0,25,,,,,1,25,,,,,0.5,0.0
4,2000,VEV_5000,233,6,232,20,,,238,6,239,20,,,235.5,0.0
4,2000,HYDROGEL_PACK,9978,11,9976,28,,,9994,11,9997,28,,,9986.0,0.0
4,2000,VEV_4000,1223,13,1221,30,,,1244,13,1246,30,,,1233.5,0.0
4,2000,VEV_5100,141,26,,,,,145,26,,,,,143.0,0.0
4,2000,VEV_4500,726,6,724,20,,,741,6,743,20,,,733.5,0.0
4,2000,VELVETFRUIT_EXTRACT,5231,20,5230,41,,,5236,20,5237,41,,,5233.5,0.0
4,2100,VEV_4500,726,8,724,16,,,742,8,743,16,,,734.0,0.0
4,2100,VEV_5200,69,24,,,,,72,24,,,,,70.5,0.0
4,2100,VEV_5300,26,27,,,,,28,27,,,,,27.0,0.0
4,2100,VEV_5400,5,27,,,,,6,27,,,,,5.5,-100.703369140625
4,2100,VEV_6500,0,10,,,,,1,10,,,,,0.5,0.0
4,2100,VEV_5500,1,27,,,,,2,27,,,,,1.5,0.0
4,2100,VEV_6000,0,27,,,,,1,27,,,,,0.5,0.0
4,2100,VEV_5000,233,8,232,16,,,239,24,,,,,236.0,0.0
4,2100,HYDROGEL_PACK,9979,10,9976,27,,,9995,10,9997,27,,,9987.0,0.0
4,2100,VEV_4000,1223,15,1221,30,,,1244,15,1247,30,,,1233.5,0.0
4,2100,VEV_5100,141,24,,,,,145,24,,,,,143.0,0.0
4,2100,VELVETFRUIT_EXTRACT,5231,68,,,,,5236,18,5237,50,,,5233.5,0.0
4,2200,VEV_4500,726,6,724,17,,,742,6,743,17,,,734.0,0.0
4,2200,VELVETFRUIT_EXTRACT,5231,70,,,,,5236,20,5237,50,,,5233.5,0.0
4,2200,VEV_5200,70,6,69,17,,,72,23,,,,,71.0,0.0
4,2200,VEV_5300,26,27,,,,,28,27,,,,,27.0,0.0
4,2200,VEV_5400,5,27,,,,,6,27,,,,,5.5,-99.4898681640625
4,2200,VEV_6500,0,14,,,,,1,14,,,,,0.5,0.0
4,2200,VEV_5500,1,27,,,,,2,27,,,,,1.5,0.0
4,2200,VEV_6000,0,27,,,,,1,27,,,,,0.5,0.0
4,2200,VEV_5000,233,6,232,17,,,239,23,,,,,236.0,0.0
4,2200,HYDROGEL_PACK,9980,13,9978,23,,,9996,13,9999,23,,,9988.0,0.0
4,2200,VEV_4000,1223,9,1221,25,,,1244,9,1247,25,,,1233.5,0.0
4,2200,VEV_5100,141,23,,,,,145,23,,,,,143.0,0.0
4,2300,VEV_6000,0,19,,,,,1,19,,,,,0.5,0.0
4,2300,VEV_5000,233,7,232,17,,,238,7,239,17,,,235.5,0.0
4,2300,HYDROGEL_PACK,9977,11,9975,23,,,9993,11,9996,23,,,9985.0,0.0
4,2300,VEV_4000,1223,7,1221,26,,,1244,7,1246,26,,,1233.5,0.0
4,2300,VEV_5100,141,24,,,,,145,24,,,,,143.0,0.0
4,2300,VELVETFRUIT_EXTRACT,5231,24,5230,38,,,5236,24,5237,38,,,5233.5,0.0
4,2300,VEV_4500,726,7,724,17,,,741,7,743,17,,,733.5,0.0
4,2300,VEV_5200,69,24,,,,,72,24,,,,,70.5,0.0
4,2300,VEV_5300,26,19,,,,,27,19,,,,,26.5,0.0
4,2300,VEV_5400,5,19,,,,,6,19,,,,,5.5,-111.91650390625
4,2300,VEV_6500,0,21,,,,,1,21,,,,,0.5,0.0
4,2300,VEV_5500,1,19,,,,,2,19,,,,,1.5,0.0
4,2400,VEV_5200,69,27,,,,,71,27,,,,,70.0,0.0
4,2400,VEV_5300,26,7,25,18,,,27,25,,,,,26.5,0.0
4,2400,VEV_5400,5,25,,,,,6,25,,,,,5.5,-134.2354736328125
4,2400,VEV_6500,0,18,,,,,1,18,,,,,0.5,0.0
4,2400,VEV_5500,1,25,,,,,2,25,,,,,1.5,0.0
4,2400,VEV_6000,0,25,,,,,1,25,,,,,0.5,0.0
4,2400,VEV_5000,232,9,231,18,,,237,9,238,18,,,234.5,0.0
4,2400,HYDROGEL_PACK,9979,12,9977,28,,,9995,12,9998,28,,,9987.0,0.0
4,2400,VEV_4000,1222,10,1220,20,,,1243,10,1245,20,,,1232.5,0.0
4,2400,VEV_5100,140,27,,,,,144,27,,,,,142.0,0.0
4,2400,VEV_4500,725,9,723,18,,,740,9,742,18,,,732.5,0.0
4,2400,VELVETFRUIT_EXTRACT,5233,8,5230,66,,,5235,24,5236,42,,,5234.0,0.0
4,2500,VEV_4500,723,6,721,18,,,739,6,741,18,,,731.0,0.0
4,2500,VEV_5200,68,24,,,,,70,24,,,,,69.0,0.0
4,2500,VEV_5300,25,16,,,,,27,16,,,,,26.0,0.0
4,2500,VEV_5500,1,16,,,,,2,16,,,,,1.5,0.0
4,2500,VEV_5400,5,16,,,,,6,16,,,,,5.5,-181.32177734375
4,2500,VEV_6500,0,17,,,,,1,17,,,,,0.5,0.0
4,2500,VEV_6000,0,16,,,,,1,16,,,,,0.5,0.0
4,2500,VEV_5000,230,24,,,,,236,24,,,,,233.0,0.0
4,2500,HYDROGEL_PACK,9979,10,9976,25,,,9986,9,9995,10,9997,25,9982.5,0.0
4,2500,VEV_4000,1221,10,1218,22,,,1241,10,1244,22,,,1231.0,0.0
4,2500,VEV_5100,139,6,138,18,,,143,24,,,,,141.0,0.0
4,2500,VELVETFRUIT_EXTRACT,5228,53,,,,,5234,53,,,,,5231.0,0.0
4,2600,VEV_4500,722,7,720,20,,,738,7,740,20,,,730.0,0.0
4,2600,VELVETFRUIT_EXTRACT,5227,69,,,,,5232,20,5233,49,,,5229.5,0.0
4,2600,VEV_5300,25,21,,,,,26,21,,,,,25.5,0.0
4,2600,VEV_5200,67,27,,,,,70,27,,,,,68.5,0.0
4,2600,VEV_5500,1,21,,,,,2,21,,,,,1.5,0.0
4,2600,VEV_5400,5,21,,,,,6,21,,,,,5.5,-213.047119140625
4,2600,VEV_6500,0,21,,,,,1,21,,,,,0.5,0.0
4,2600,VEV_6000,0,21,,,,,1,21,,,,,0.5,0.0
4,2600,VEV_5100,138,27,,,,,142,27,,,,,140.0,0.0
4,2600,HYDROGEL_PACK,9978,14,9975,24,,,9994,14,9996,24,,,9986.0,0.0
4,2600,VEV_4000,1220,8,1217,15,,,1240,8,1243,15,,,1230.0,0.0
4,2600,VEV_5000,229,27,,,,,235,27,,,,,232.0,0.0
4,2700,VEV_6000,0,27,,,,,1,27,,,,,0.5,0.0
4,2700,VEV_5100,140,26,,,,,144,26,,,,,142.0,0.0
4,2700,HYDROGEL_PACK,9980,10,9978,26,,,9996,10,9998,26,,,9988.0,0.0
4,2700,VEV_4000,1222,12,1219,15,,,1243,12,1245,15,,,1232.5,0.0
4,2700,VEV_5000,231,26,,,,,237,6,238,20,,,234.0,0.0
4,2700,VELVETFRUIT_EXTRACT,5230,22,5229,39,,,5235,61,,,,,5232.5,0.0
4,2700,VEV_4500,724,6,723,20,,,740,6,742,20,,,732.0,0.0
4,2700,VEV_5300,25,27,,,,,27,27,,,,,26.0,0.0
4,2700,VEV_5200,69,6,68,20,,,71,26,,,,,70.0,0.0
4,2700,VEV_5500,1,27,,,,,2,27,,,,,1.5,0.0
4,2700,VEV_5400,5,27,,,,,6,27,,,,,5.5,-147.8935546875
4,2700,VEV_6500,0,15,,,,,1,15,,,,,0.5,0.0
4,2800,VEV_5300,26,19,,,,,27,19,,,,,26.5,0.0
4,2800,VEV_5200,69,19,,,,,72,19,,,,,70.5,0.0
4,2800,VEV_5500,1,19,,,,,2,19,,,,,1.5,0.0
4,2800,VEV_5400,5,19,,,,,6,19,,,,,5.5,-118.2425537109375
4,2800,VEV_6500,0,13,,,,,1,13,,,,,0.5,0.0
4,2800,VEV_6000,0,19,,,,,1,19,,,,,0.5,0.0
4,2800,VEV_5100,141,7,140,12,,,145,19,,,,,143.0,0.0
4,2800,HYDROGEL_PACK,9979,10,9977,21,,,9995,10,9998,21,,,9987.0,0.0
