timestamp,product,K,S,mid_price,M,IV
1500,VEV_5300,5300,5297.5,59.5,1.0004719207173194,0.012850919300470012
1500,VEV_5400,5400,5297.5,21.0,1.019348749410099,0.012264756548075476
1500,VEV_5500,5500,5297.5,7.5,1.0382255781028786,0.01310020393109413
1500,VEV_5000,5000,5297.5,298.5,0.9438414346389806,0.012469408425777971
1500,VEV_5100,5100,5297.5,203.5,0.9627182633317602,0.012595847730289923
1500,VEV_5200,5200,5297.5,121.0,0.9815950920245399,0.012832557246732563
1600,VEV_5300,5300,5297.5,59.0,1.0004719207173194,0.012745114590130183
1600,VEV_5400,5400,5297.5,21.0,1.019348749410099,0.012264756548075476
1600,VEV_5500,5500,5297.5,7.5,1.0382255781028786,0.01310020393109413
1600,VEV_5000,5000,5297.5,298.5,0.9438414346389806,0.012469408425777971
1600,VEV_5100,5100,5297.5,203.5,0.9627182633317602,0.012595847730289923
1600,VEV_5200,5200,5297.5,120.5,0.9815950920245399,0.012700568890838381
1700,VEV_5000,5000,5298.5,299.5,0.9436633009342267,0.012503850688117879
1700,VEV_5100,5100,5298.5,204.5,0.9625365669529112,0.012642131692432725
1700,VEV_5200,5200,5298.5,121.5,0.9814098329715958,0.01276715720149629
1700,VEV_5300,5300,5298.5,59.5,1.0002830989902802,0.012745029697826192
1700,VEV_5400,5400,5298.5,21.0,1.0191563650089648,0.012198705345423765
1700,VEV_5500,5500,5298.5,7.5,1.0380296310276493,0.013051729409151917
1800,VEV_5300,5300,5299.0,60.0,1.000188714851859,0.012797666470404244
1800,VEV_5400,5400,5299.0,21.5,1.019060200037743,0.012298622165726554
1800,VEV_5500,5500,5299.0,7.5,1.037931685223627,0.013027481204797802
1800,VEV_5000,5000,5299.0,300.5,0.9435742592942065,0.013339490318417383
1800,VEV_5100,5100,5299.0,204.5,0.9624457444800906,0.012390991259070196
1800,VEV_5200,5200,5299.0,122.0,0.9813172296659747,0.01280039796712962
1900,VEV_5300,5300,5297.0,60.0,1.000566358316028,0.01300948713402839
1900,VEV_5400,5400,5297.0,21.0,1.0194449688502927,0.012297741906024404
1900,VEV_5500,5500,5297.0,7.5,1.0383235793845573,0.01312443030872723
1900,VEV_5000,5000,5297.0,300.5,0.9439305267132339,0.01545505222253565
1900,VEV_5100,5100,5297.0,204.5,0.9628091372474986,0.013334517132971749
1900,VEV_5200,5200,5297.0,121.5,0.9816877477817633,0.013061120984740458
2000,VEV_5300,5300,5296.5,59.0,1.000660813744926,0.01285046873381232
2000,VEV_5400,5400,5296.5,20.5,1.0195412064570943,0.012196244436954058
2000,VEV_5500,5500,5296.5,7.0,1.0384215991692627,0.01290869397128224
2000,VEV_5000,5000,5296.5,298.5,0.9440196356084206,0.013908047279067736
2000,VEV_5100,5100,5296.5,202.5,0.9629000283205891,0.012549516803709068
2000,VEV_5200,5200,5296.5,120.5,0.9817804210327575,0.012896725257120645
2100,VEV_5000,5000,5297.0,298.5,0.9439305267132339,0.013267303401803193
2100,VEV_5100,5100,5297.0,202.5,0.9628091372474986,0.01229966881383953
2100,VEV_5200,5200,5297.0,120.5,0.9816877477817633,0.012799077635791625
2100,VEV_5300,5300,5297.0,59.0,1.000566358316028,0.012797855380995368
2100,VEV_5400,5400,5297.0,21.0,1.0194449688502927,0.012297741906024404
2100,VEV_5500,5500,5297.0,7.5,1.0383235793845573,0.01312443030872723
2200,VEV_5300,5300,5298.5,59.5,1.0002830989902802,0.012745029697826192
2200,VEV_5400,5400,5298.5,21.0,1.0191563650089648,0.012198705345423765
2200,VEV_5500,5500,5298.5,7.5,1.0380296310276493,0.013051729409151917
2200,VEV_5000,5000,5298.5,299.5,0.9436633009342267,0.012503850688117879
2200,VEV_5100,5100,5298.5,204.5,0.9625365669529112,0.012642131692432725
2200,VEV_5200,5200,5298.5,121.5,0.9814098329715958,0.01276715720149629
2300,VEV_5300,5300,5296.5,58.5,1.000660813744926,0.012744640222147491
2300,VEV_5400,5400,5296.5,20.5,1.0195412064570943,0.012196244436954058
2300,VEV_5500,5500,5296.5,7.0,1.0384215991692627,0.01290869397128224
2300,VEV_5000,5000,5296.5,297.5,0.9440196356084206,0.012434946116590729
2300,VEV_5100,5100,5296.5,202.5,0.9629000283205891,0.012549516803709068
2300,VEV_5200,5200,5296.5,120.0,0.9817804210327575,0.01276556178410872
2400,VEV_5300,5300,5297.0,59.0,1.000566358316028,0.012797855380995368
2400,VEV_5400,5400,5297.0,21.0,1.0194449688502927,0.012297741906024404
2400,VEV_5500,5500,5297.0,7.0,1.0383235793845573,0.012884749857893313
2400,VEV_5000,5000,5297.0,298.5,0.9439305267132339,0.013267303401803193
2400,VEV_5100,5100,5297.0,203.0,0.9628091372474986,0.01257268815428086
2400,VEV_5200,5200,5297.0,120.5,0.9816877477817633,0.012799077635791625
2500,VEV_5000,5000,5295.0,296.5,0.9442870632672332,0.013195028660685712
2500,VEV_5100,5100,5295.0,201.5,0.9631728045325779,0.012741395729205268
2500,VEV_5200,5200,5295.0,119.0,0.9820585457979226,0.012795569535773177
2500,VEV_5300,5300,5295.0,58.0,1.0009442870632672,0.012795815411725354
2500,VEV_5400,5400,5295.0,20.0,1.019830028328612,0.012158826534943943
2500,VEV_5500,5500,5295.0,6.5,1.0387157695939566,0.012731798056155891
2600,VEV_5400,5400,5293.5,20.0,1.0201190138849532,0.012256383841110796
2600,VEV_5300,5300,5293.5,58.0,1.001227921035232,0.012951709686931503
2600,VEV_5500,5500,5293.5,6.5,1.0390101067346746,0.012802662182567115
2600,VEV_5000,5000,5293.5,296.5,0.9445546424860678,0.014858976705818306
2600,VEV_5200,5200,5293.5,119.0,0.9823368281855105,0.01308215934559567
2600,VEV_5100,5100,5293.5,201.5,0.9634457353357891,0.013402910371882253
2700,VEV_5400,5400,5294.5,20.0,1.0199263386533195,0.01219137114397014
2700,VEV_5300,5300,5294.5,57.5,1.0010388138634432,0.012742011475191979
2700,VEV_5500,5500,5294.5,6.5,1.0388138634431958,0.012755426145806381
2700,VEV_5000,5000,5294.5,295.5,0.9443762394938143,0.012365961100193236
2700,VEV_5200,5200,5294.5,118.5,0.9821512890735669,0.012761776889251038
2700,VEV_5100,5100,5294.5,200.5,0.9632637642836906,0.012456712979027897
2800,VEV_5400,5400,5293.5,20.0,1.0201190138849532,0.012256383841110796
2800,VEV_5300,5300,5293.5,57.0,1.001227921035232,0.012739855671576318
2800,VEV_5500,5500,5293.5,6.5,1.0390101067346746,0.012802662182567115
2800,VEV_5000,5000,5293.5,294.5,0.9445546424860678,0.012331438263052077
2800,VEV_5200,5200,5293.5,118.0,0.9823368281855105,0.012823938732840087
2800,VEV_5100,5100,5293.5,199.5,0.9634457353357891,0.01241023953400634
2900,VEV_5000,5000,5293.5,294.5,0.9445546424860678,0.012331438263052077
2900,VEV_5200,5200,5293.5,117.5,0.9823368281855105,0.0126940792274517
2900,VEV_5100,5100,5293.5,199.5,0.9634457353357891,0.01241023953400634
2900,VEV_5400,5400,5293.5,20.0,1.0201190138849532,0.012256383841110796
2900,VEV_5300,5300,5293.5,57.0,1.001227921035232,0.012739855671576318
2900,VEV_5500,5500,5293.5,6.5,1.0390101067346746,0.012802662182567115
3000,VEV_5400,5400,5292.5,19.5,1.0203117619272555,0.012184030353095192
3000,VEV_5300,5300,5292.5,57.0,1.0014170996693434,0.012843107860775067
3000,VEV_5500,5500,5292.5,6.5,1.0392064241851677,0.01284987154569542
3000,VEV_5000,5000,5292.5,294.0,0.944733112895607,0.013104560845713967
3000,VEV_5200,5200,5292.5,117.5,0.9825224374114313,0.012884937156906187
3000,VEV_5100,5100,5292.5,199.5,0.9636277751535192,0.012874770650567887
3100,VEV_5400,5400,5293.5,20.0,1.0201190138849532,0.012256383841110796
3100,VEV_5300,5300,5293.5,57.0,1.001227921035232,0.012739855671576318
3100,VEV_5500,5500,5293.5,6.5,1.0390101067346746,0.012802662182567115
3100,VEV_5000,5000,5293.5,294.5,0.9445546424860678,0.012331438263052077
3100,VEV_5200,5200,5293.5,117.5,0.9823368281855105,0.0126940792274517
3100,VEV_5100,5100,5293.5,199.5,0.9634457353357891,0.01241023953400634
3200,VEV_5400,5400,5293.5,20.0,1.0201190138849532,0.012256383841110796
3200,VEV_5300,5300,5293.5,57.0,1.001227921035232,0.012739855671576318
3200,VEV_5500,5500,5293.5,6.5,1.0390101067346746,0.012802662182567115
3200,VEV_5000,5000,5293.5,295.0,0.9445546424860678,0.013140764621061663
3200,VEV_5200,5200,5293.5,118.0,0.9823368281855105,0.012823938732840087
3200,VEV_5100,5100,5293.5,199.5,0.9634457353357891,0.01241023953400634
3300,VEV_5000,5000,5294.5,295.5,0.9443762394938143,0.012365961100193236
3300,VEV_5200,5200,5294.5,118.5,0.9821512890735669,0.012761776889251038
3300,VEV_5100,5100,5294.5,200.5,0.9632637642836906,0.012456712979027897
3300,VEV_5400,5400,5294.5,20.0,1.0199263386533195,0.01219137114397014
3300,VEV_5300,5300,5294.5,57.5,1.0010388138634432,0.012742011475191979
3300,VEV_5500,5500,5294.5,6.5,1.0388138634431958,0.012755426145806381
3400,VEV_5400,5400,5292.5,19.5,1.0203117619272555,0.012184030353095192
3400,VEV_5300,5300,5292.5,56.5,1.0014170996693434,0.01273713775707036
3400,VEV_5500,5500,5292.5,6.5,1.0392064241851677,0.01284987154569542
3400,VEV_5000,5000,5292.5,293.5,0.944733112895607,0.012296895119188512
3400,VEV_5200,5200,5292.5,117.0,0.9825224374114313,0.0127558342659659
3400,VEV_5100,5100,5292.5,198.5,0.9636277751535192,0.012363718030596143
3500,VEV_5400,5400,5291.5,19.5,1.0205045828215062,0.012248525133491837
3500,VEV_5300,5300,5291.5,56.0,1.001606349806293,0.012733856706569926
3500,VEV_5500,5500,5291.5,6.5,1.0394028158367192,0.01289705445277069
3500,VEV_5000,5000,5291.5,292.5,0.9449116507606539,0.01226233160242559
3500,VEV_5200,5200,5291.5,116.5,0.98270811679108,0.012816427959147185
3500,VEV_5100,5100,5291.5,197.5,0.963809883775867,0.012317148187278025
3600,VEV_5400,5400,5292.0,19.5,1.0204081632653061,0.012216290075292749
3600,VEV_5300,5300,5292.0,56.5,1.00151171579743,0.012788564505565776
3600,VEV_5500,5500,5292.0,6.5,1.0393046107331823,0.012873466292735045
3600,VEV_5000,5000,5292.0,293.5,0.9448223733938019,0.013086450605581708
3600,VEV_5200,5200,5292.0,116.5,0.982615268329554,0.012721724607389823
3600,VEV_5100,5100,5292.0,198.5,0.963718820861678,0.012600126998764517
3700,VEV_5000,5000,5292.5,293.5,0.944733112895607,0.012296895119188512
3700,VEV_5200,5200,5292.5,117.0,0.9825224374114313,0.0127558342659659
3700,VEV_5100,5100,5292.5,198.5,0.9636277751535192,0.012363718030596143
3700,VEV_5500,5500,5292.5,6.5,1.0392064241851677,0.01284987154569542
3700,VEV_5300,5300,5292.5,56.5,1.0014170996693434,0.01273713775707036
3700,VEV_5400,5400,5292.5,19.5,1.0203117619272555,0.012184030353095192
3800,VEV_5500,5500,5294.0,6.5,1.038911975821685,0.012779047512084264
3800,VEV_5300,5300,5294.0,57.5,1.0011333585190783,0.012793958064506188
3800,VEV_5400,5400,5294.0,20.0,1.0200226671703816,0.012223890193520506
3800,VEV_5100,5100,5294.0,200.5,0.9633547412164715,0.012694355246168723
3800,VEV_5200,5200,5294.0,118.5,0.9822440498677748,0.01285793397722229
3800,VEV_5000,5000,5294.0,295.5,0.9444654325651681,0.013158858174831633
3900,VEV_5500,5500,5294.5,6.5,1.0388138634431958,0.012755426145806381
3900,VEV_5300,5300,5294.5,58.0,1.0010388138634432,0.012847901474180036
3900,VEV_5400,5400,5294.5,20.0,1.0199263386533195,0.01219137114397014
3900,VEV_5100,5100,5294.5,200.5,0.9632637642836906,0.012456712979027897
3900,VEV_5200,5200,5294.5,118.5,0.9821512890735669,0.012761776889251038
3900,VEV_5000,5000,5294.5,295.5,0.9443762394938143,0.012365961100193236
4000,VEV_5500,5500,5294.5,6.5,1.0388138634431958,0.012755426145806381
4000,VEV_5300,5300,5294.5,57.5,1.0010388138634432,0.012742011475191979
4000,VEV_5400,5400,5294.5,20.0,1.0199263386533195,0.01219137114397014
4000,VEV_5100,5100,5294.5,200.5,0.9632637642836906,0.012456712979027897
4000,VEV_5200,5200,5294.5,118.5,0.9821512890735669,0.012761776889251038
4000,VEV_5000,5000,5294.5,295.5,0.9443762394938143,0.012365961100193236
4100,VEV_5100,5100,5295.0,202.5,0.9631728045325779,0.013238404082852128
4100,VEV_5200,5200,5295.0,119.5,0.9820585457979226,0.012925811561291025
4100,VEV_5000,5000,5295.0,298.0,0.9442870632672332,0.01491818327037053
4100,VEV_5500,5500,5295.0,6.5,1.0387157695939566,0.012731798056155891
4100,VEV_5300,5300,5295.0,58.0,1.0009442870632672,0.012795815411725354
4100,VEV_5400,5400,5295.0,20.5,1.019830028328612,0.012294502446656419
4200,VEV_5500,5500,5295.0,6.5,1.0387157695939566,0.012731798056155891
4200,VEV_5300,5300,5295.0,58.0,1.0009442870632672,0.012795815411725354
4200,VEV_5400,5400,5295.0,20.0,1.019830028328612,0.012158826534943943
4200,VEV_5100,5100,5295.0,201.5,0.9631728045325779,0.012741395729205268
4200,VEV_5200,5200,5295.0,119.0,0.9820585457979226,0.012795569535773177
4200,VEV_5000,5000,5295.0,296.5,0.9442870632672332,0.013195028660685712
4300,VEV_5500,5500,5296.5,7.0,1.0384215991692627,0.01290869397128224
4300,VEV_5300,5300,5296.5,58.5,1.000660813744926,0.012744640222147491
4300,VEV_5400,5400,5296.5,20.5,1.0195412064570943,0.012196244436954058
4300,VEV_5100,5100,5296.5,202.5,0.9629000283205891,0.012549516803709068
4300,VEV_5200,5200,5296.5,120.0,0.9817804210327575,0.01276556178410872
4300,VEV_5000,5000,5296.5,297.5,0.9440196356084206,0.012434946116590729
4400,VEV_5500,5500,5294.5,6.5,1.0388138634431958,0.012755426145806381
4400,VEV_5300,5300,5294.5,57.5,1.0010388138634432,0.012742011475191979
4400,VEV_5400,5400,5294.5,20.0,1.0199263386533195,0.01219137114397014
4400,VEV_5100,5100,5294.5,200.5,0.9632637642836906,0.012456712979027897
4400,VEV_5200,5200,5294.5,118.5,0.9821512890735669,0.012761776889251038
4400,VEV_5000,5000,5294.5,295.5,0.9443762394938143,0.012365961100193236
4500,VEV_5100,5100,5295.5,201.5,0.9630818619582665,0.01250313864391505
4500,VEV_5200,5200,5295.5,119.5,0.9819658200358795,0.012829325007396494
4500,VEV_5000,5000,5295.5,296.5,0.9441979038806534,0.012400463696305767
4500,VEV_5500,5500,5295.5,6.5,1.0386176942687186,0.012708163215400624
4500,VEV_5300,5300,5295.5,58.0,1.0008497781134926,0.012743606067244194
4500,VEV_5400,5400,5295.5,20.5,1.0197337361911056,0.0122617758293236
4600,VEV_5500,5500,5295.5,6.5,1.0386176942687186,0.012708163215400624
4600,VEV_5300,5300,5295.5,58.0,1.0008497781134926,0.012743606067244194
4600,VEV_5400,5400,5295.5,20.5,1.0197337361911056,0.0122617758293236
4600,VEV_5100,5100,5295.5,201.5,0.9630818619582665,0.01250313864391505
4600,VEV_5200,5200,5295.5,119.0,0.9819658200358795,0.012698420547812696
4600,VEV_5000,5000,5295.5,296.5,0.9441979038806534,0.012400463696305767
4700,VEV_5500,5500,5296.5,7.5,1.0384215991692627,0.013148649470548356
4700,VEV_5300,5300,5296.5,59.0,1.000660813744926,0.01285046873381232
4700,VEV_5400,5400,5296.5,20.5,1.0195412064570943,0.012196244436954058
4700,VEV_5100,5100,5296.5,203.5,0.9629000283205891,0.013065172273831617
4700,VEV_5200,5200,5296.5,121.0,0.9817804210327575,0.013027348830459256
4700,VEV_5000,5000,5296.5,299.0,0.9440196356084206,0.014474043478614909
4800,VEV_5500,5500,5295.5,6.5,1.0386176942687186,0.012708163215400624
4800,VEV_5400,5400,5295.5,20.5,1.0197337361911056,0.0122617758293236
4800,VEV_5300,5300,5295.5,58.0,1.0008497781134926,0.012743606067244194
4800,VEV_5200,5200,5295.5,119.5,0.9819658200358795,0.012829325007396494
4800,VEV_5100,5100,5295.5,201.5,0.9630818619582665,0.01250313864391505
4800,VEV_5000,5000,5295.5,297.0,0.9441979038806534,0.013213105611117333
4900,VEV_5200,5200,5296.0,119.5,0.9818731117824774,0.012732009489524
4900,VEV_5100,5100,5296.0,201.5,0.9629909365558912,0.01225393875815784
4900,VEV_5000,5000,5296.0,297.5,0.9441087613293051,0.013231177045394771
4900,VEV_5500,5500,5296.0,7.0,1.0385196374622356,0.01293263106943171
4900,VEV_5400,5400,5296.0,20.5,1.0196374622356494,0.012229023213561589
4900,VEV_5300,5300,5296.0,58.0,1.0007552870090635,0.012691271919636597
5000,VEV_5500,5500,5295.5,6.5,1.0386176942687186,0.012708163215400624
5000,VEV_5400,5400,5295.5,20.5,1.0197337361911056,0.0122617758293236
5000,VEV_5300,5300,5295.5,58.0,1.0008497781134926,0.012743606067244194
5000,VEV_5200,5200,5295.5,119.0,0.9819658200358795,0.012698420547812696
5000,VEV_5100,5100,5295.5,201.5,0.9630818619582665,0.01250313864391505
5000,VEV_5000,5000,5295.5,296.5,0.9441979038806534,0.012400463696305767
5100,VEV_5500,5500,5295.5,6.5,1.0386176942687186,0.012708163215400624
5100,VEV_5400,5400,5295.5,20.5,1.0197337361911056,0.0122617758293236
5100,VEV_5300,5300,5295.5,58.0,1.0008497781134926,0.012743606067244194
5100,VEV_5200,5200,5295.5,119.5,0.9819658200358795,0.012829325007396494
5100,VEV_5100,5100,5295.5,201.5,0.9630818619582665,0.01250313864391505
5100,VEV_5000,5000,5295.5,296.5,0.9441979038806534,0.012400463696305767
5200,VEV_5500,5500,5295.0,6.5,1.0387157695939566,0.012731798056155891
5200,VEV_5400,5400,5295.0,20.0,1.019830028328612,0.012158826534943943
5200,VEV_5300,5300,5295.0,58.0,1.0009442870632672,0.012795815411725354
5200,VEV_5200,5200,5295.0,118.5,0.9820585457979226,0.012664794752655278
5200,VEV_5100,5100,5295.0,201.5,0.9631728045325779,0.012741395729205268
5200,VEV_5000,5000,5295.0,296.5,0.9442870632672332,0.013195028660685712
5300,VEV_5200,5200,5294.5,118.5,0.9821512890735669,0.012761776889251038
5300,VEV_5100,5100,5294.5,200.5,0.9632637642836906,0.012456712979027897
5300,VEV_5000,5000,5294.5,295.5,0.9443762394938143,0.012365961100193236
5300,VEV_5500,5500,5294.5,6.5,1.0388138634431958,0.012755426145806381
5300,VEV_5400,5400,5294.5,20.0,1.0199263386533195,0.01219137114397014
5300,VEV_5300,5300,5294.5,57.5,1.0010388138634432,0.012742011475191979
5400,VEV_5500,5500,5293.5,6.5,1.0390101067346746,0.012802662182567115
5400,VEV_5400,5400,5293.5,20.0,1.0201190138849532,0.012256383841110796
5400,VEV_5300,5300,5293.5,57.0,1.001227921035232,0.012739855671576318
5400,VEV_5200,5200,5293.5,118.0,0.9823368281855105,0.012823938732840087
5400,VEV_5100,5100,5293.5,199.5,0.9634457353357891,0.01241023953400634
5400,VEV_5000,5000,5293.5,295.0,0.9445546424860678,0.013140764621061663
5500,VEV_5500,5500,5295.5,6.5,1.0386176942687186,0.012708163215400624
5500,VEV_5400,5400,5295.5,20.5,1.0197337361911056,0.0122617758293236
5500,VEV_5300,5300,5295.5,58.0,1.0008497781134926,0.012743606067244194
5500,VEV_5200,5200,5295.5,119.0,0.9819658200358795,0.012698420547812696
5500,VEV_5100,5100,5295.5,201.5,0.9630818619582665,0.01250313864391505
5500,VEV_5000,5000,5295.5,296.5,0.9441979038806534,0.012400463696305767
5600,VEV_5500,5500,5296.5,7.0,1.0384215991692627,0.01290869397128224
5600,VEV_5400,5400,5296.5,20.5,1.0195412064570943,0.012196244436954058
5600,VEV_5300,5300,5296.5,58.5,1.000660813744926,0.012744640222147491
5600,VEV_5200,5200,5296.5,120.0,0.9817804210327575,0.01276556178410872
5600,VEV_5100,5100,5296.5,202.5,0.9629000283205891,0.012549516803709068
5600,VEV_5000,5000,5296.5,297.5,0.9440196356084206,0.012434946116590729
5700,VEV_5200,5200,5296.5,120.0,0.9817804210327575,0.01276556178410872
5700,VEV_5100,5100,5296.5,202.5,0.9629000283205891,0.012549516803709068
5700,VEV_5000,5000,5296.5,297.5,0.9440196356084206,0.012434946116590729
5700,VEV_5500,5500,5296.5,7.0,1.0384215991692627,0.01290869397128224
5700,VEV_5400,5400,5296.5,20.5,1.0195412064570943,0.012196244436954058
5700,VEV_5300,5300,5296.5,58.5,1.000660813744926,0.012744640222147491
5800,VEV_5500,5500,5296.5,7.0,1.0384215991692627,0.01290869397128224
5800,VEV_5400,5400,5296.5,20.5,1.0195412064570943,0.012196244436954058
5800,VEV_5300,5300,5296.5,59.0,1.000660813744926,0.01285046873381232
