timestamp,buyer,seller,symbol,currency,price,quantity
900,SUBMISSION,,VEV_5300,XIRECS,60.0,5
1000,SUBMISSION,,VEV_5200,XIRECS,122.0,23
1000,SUBMISSION,,VEV_5200,XIRECS,122.0,9
1000,SUBMISSION,,VEV_5300,XIRECS,60.0,12
1000,SUBMISSION,,VEV_5300,XIRECS,60.0,10
1100,SUBMISSION,,VEV_5200,XIRECS,123.0,14
1100,SUBMISSION,,VEV_5300,XIRECS,61.0,18
1100,SUBMISSION,,VEV_5300,XIRECS,61.0,6
1100,SUBMISSION,,VEV_5400,XIRECS,22.0,18
1100,SUBMISSION,,VEV_5400,XIRECS,22.0,6
1200,SUBMISSION,,VEV_5300,XIRECS,61.0,11
1200,SUBMISSION,,VEV_5400,XIRECS,22.0,17
1200,SUBMISSION,,VEV_5400,XIRECS,22.0,9
1300,SUBMISSION,,VEV_5400,XIRECS,22.0,18
1300,SUBMISSION,,VEV_5400,XIRECS,22.0,5
1400,SUBMISSION,,VEV_5400,XIRECS,22.0,16
1400,SUBMISSION,,VEV_5400,XIRECS,22.0,6
1500,SUBMISSION,,VEV_5400,XIRECS,22.0,14
1700,,,VEV_4000,XIRECS,1287.0,2
4400,,SUBMISSION,HYDROGEL_PACK,XIRECS,10027.0,6
4500,,,HYDROGEL_PACK,XIRECS,10010.0,3
4700,SUBMISSION,,VEV_5100,XIRECS,205.0,1
4700,SUBMISSION,,VEV_5200,XIRECS,122.0,24
4700,SUBMISSION,,VEV_5200,XIRECS,122.0,11
4700,SUBMISSION,,VEV_5300,XIRECS,60.0,19
4700,SUBMISSION,,VEV_5300,XIRECS,60.0,9
4800,SUBMISSION,,VEV_5300,XIRECS,59.0,8
4900,SUBMISSION,,VEV_5300,XIRECS,59.0,1
5200,SUBMISSION,,VEV_5400,XIRECS,21.0,14
5200,SUBMISSION,,VEV_5400,XIRECS,21.0,9
5800,SUBMISSION,,VEV_5200,XIRECS,122.0,2
5800,SUBMISSION,,VEV_5300,XIRECS,60.0,9
6200,SUBMISSION,,VEV_5400,XIRECS,22.0,8
6300,SUBMISSION,,VEV_5100,XIRECS,205.0,3
7700,SUBMISSION,,VEV_5400,XIRECS,22.0,10
8100,,,HYDROGEL_PACK,XIRECS,10008.0,5
8700,,SUBMISSION,VEV_5100,XIRECS,204.0,2
8700,,SUBMISSION,VEV_5200,XIRECS,121.0,2
8700,,SUBMISSION,VEV_5300,XIRECS,60.0,2
8700,,,VEV_4000,XIRECS,1310.0,2
10600,,,VELVETFRUIT_EXTRACT,XIRECS,5296.0,3
14200,,,VELVETFRUIT_EXTRACT,XIRECS,5293.0,5
15400,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5286.0,5
17100,,,VELVETFRUIT_EXTRACT,XIRECS,5283.0,5
17300,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5285.0,5
17600,SUBMISSION,,VEV_5100,XIRECS,193.0,14
17600,SUBMISSION,,VEV_5100,XIRECS,193.0,11
17600,SUBMISSION,,VEV_5200,XIRECS,112.0,14
17600,SUBMISSION,,VEV_5200,XIRECS,112.0,2
17700,SUBMISSION,,VEV_5100,XIRECS,193.0,9
17800,SUBMISSION,,VEV_5100,XIRECS,193.0,4
17900,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5285.0,5
17900,SUBMISSION,,VEV_5100,XIRECS,193.0,4
18000,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5285.0,5
18400,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5284.0,5
18500,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5282.0,5
18600,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5280.0,5
18600,SUBMISSION,,VEV_5100,XIRECS,188.0,4
18600,,,VELVETFRUIT_EXTRACT,XIRECS,5275.0,3
18700,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5279.0,5
18700,SUBMISSION,,VEV_5100,XIRECS,187.0,1
18700,,,HYDROGEL_PACK,XIRECS,10004.0,2
18800,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5277.0,5
18800,SUBMISSION,,VEV_5100,XIRECS,185.0,6
18900,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5276.0,5
19000,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5276.0,5
19100,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5275.0,5
19200,,SUBMISSION,HYDROGEL_PACK,XIRECS,10019.0,4
19200,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5276.0,5
19300,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5276.0,5
19400,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5277.0,5
19500,,SUBMISSION,HYDROGEL_PACK,XIRECS,10018.0,2
19500,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5278.0,5
19600,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5277.0,5
19700,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5277.0,5
19800,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5277.0,5
19900,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5277.0,5
20000,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5279.0,5
20100,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5279.0,5
20100,,,VELVETFRUIT_EXTRACT,XIRECS,5279.0,5
20200,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5279.0,5
20300,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5279.0,5
20400,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5278.0,5
20500,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5278.0,5
20600,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5278.0,5
20700,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5278.0,5
20800,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5278.0,5
20900,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5277.0,5
21000,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5277.0,5
21100,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5276.0,5
21200,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5275.0,5
21300,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5275.0,5
21400,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5277.0,5
21500,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5277.0,5
21600,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5277.0,5
21700,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5278.0,5
22300,,SUBMISSION,HYDROGEL_PACK,XIRECS,10036.0,4
22300,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5277.0,5
22500,,SUBMISSION,HYDROGEL_PACK,XIRECS,10025.0,12
22500,,SUBMISSION,HYDROGEL_PACK,XIRECS,10022.0,27
22500,,SUBMISSION,HYDROGEL_PACK,XIRECS,10040.0,6
22600,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5277.0,5
22800,,SUBMISSION,VEV_5100,XIRECS,180.0,3
22800,,SUBMISSION,VEV_5200,XIRECS,102.0,3
22800,,SUBMISSION,VEV_5300,XIRECS,48.0,3
22800,,,VEV_4000,XIRECS,1283.0,3
23900,,,HYDROGEL_PACK,XIRECS,10022.0,2
24500,,,HYDROGEL_PACK,XIRECS,10026.0,5
25600,,,HYDROGEL_PACK,XIRECS,10026.0,3
28000,,,VELVETFRUIT_EXTRACT,XIRECS,5275.0,5
28400,,SUBMISSION,HYDROGEL_PACK,XIRECS,10036.0,3
28500,,,VELVETFRUIT_EXTRACT,XIRECS,5271.0,7
30400,SUBMISSION,,VEV_5100,XIRECS,178.0,11
30400,SUBMISSION,,VEV_5200,XIRECS,100.0,11
30400,SUBMISSION,,VEV_5300,XIRECS,46.0,5
30500,SUBMISSION,,VEV_5100,XIRECS,177.0,11
30500,SUBMISSION,,VEV_5200,XIRECS,100.0,7
30600,SUBMISSION,,VEV_5100,XIRECS,176.0,7
30700,SUBMISSION,,VEV_5100,XIRECS,177.0,12
31300,,,HYDROGEL_PACK,XIRECS,10032.0,3
31400,,,VELVETFRUIT_EXTRACT,XIRECS,5264.0,7
32700,,,VELVETFRUIT_EXTRACT,XIRECS,5265.0,5
32900,,,VEV_5300,XIRECS,45.0,3
32900,,,VEV_5400,XIRECS,14.0,3
32900,,,VEV_5500,XIRECS,4.0,3
32900,,,VEV_6000,XIRECS,0.0,3
32900,,,VEV_6500,XIRECS,0.0,3
33000,SUBMISSION,,VEV_5100,XIRECS,180.0,1
33400,,,VELVETFRUIT_EXTRACT,XIRECS,5268.0,3
33600,,,VEV_5300,XIRECS,46.0,2
33600,,,VEV_5400,XIRECS,15.0,2
33600,,,VEV_5500,XIRECS,4.0,2
33600,,,VEV_6000,XIRECS,0.0,2
33600,,,VEV_6500,XIRECS,0.0,2
33900,SUBMISSION,,HYDROGEL_PACK,XIRECS,10029.0,3
34200,,,HYDROGEL_PACK,XIRECS,10039.0,6
35100,SUBMISSION,,HYDROGEL_PACK,XIRECS,10025.0,2
35500,SUBMISSION,,HYDROGEL_PACK,XIRECS,10025.0,5
37000,,,VEV_5400,XIRECS,15.0,5
37000,,,VEV_5500,XIRECS,4.0,5
37000,,,VEV_6000,XIRECS,0.0,5
37000,,,VEV_6500,XIRECS,0.0,5
37100,SUBMISSION,,HYDROGEL_PACK,XIRECS,10016.0,3
38400,SUBMISSION,,HYDROGEL_PACK,XIRECS,10017.0,4
38600,SUBMISSION,,HYDROGEL_PACK,XIRECS,10015.0,5
39100,,,VELVETFRUIT_EXTRACT,XIRECS,5258.0,5
39500,,,VELVETFRUIT_EXTRACT,XIRECS,5257.0,4
39800,,,VELVETFRUIT_EXTRACT,XIRECS,5262.0,3
40200,SUBMISSION,,VEV_5100,XIRECS,169.0,3
40200,,,VEV_5300,XIRECS,41.0,3
40200,,,VEV_5400,XIRECS,13.0,3
40200,,,VEV_6000,XIRECS,0.0,3
40200,,,VEV_6500,XIRECS,0.0,3
40300,SUBMISSION,,VEV_5100,XIRECS,172.0,9
40300,SUBMISSION,,VEV_5200,XIRECS,95.0,7
40400,SUBMISSION,,VEV_5100,XIRECS,171.0,2
40500,SUBMISSION,,VEV_5100,XIRECS,169.0,3
40500,SUBMISSION,,VEV_5200,XIRECS,93.0,8
40600,SUBMISSION,,VEV_5100,XIRECS,168.0,5
40700,SUBMISSION,,VEV_5100,XIRECS,166.0,6
40700,SUBMISSION,,VEV_5200,XIRECS,91.0,4
40800,SUBMISSION,,VEV_5200,XIRECS,90.0,1
41600,SUBMISSION,,VEV_5200,XIRECS,90.0,1
42000,SUBMISSION,,VEV_5100,XIRECS,163.0,4
42000,SUBMISSION,,VEV_5200,XIRECS,88.0,4
42400,SUBMISSION,,VEV_5100,XIRECS,161.0,1
42400,SUBMISSION,,VEV_5200,XIRECS,87.0,2
42900,SUBMISSION,,VEV_5100,XIRECS,160.0,3
43200,,,VELVETFRUIT_EXTRACT,XIRECS,5249.0,6
43600,,,VEV_4000,XIRECS,1240.0,1
45100,SUBMISSION,,VEV_5000,XIRECS,255.0,1
45300,,SUBMISSION,VEV_5000,XIRECS,250.0,1
45600,,,VEV_5400,XIRECS,11.0,4
45600,,,VEV_5500,XIRECS,3.0,4
45600,,,VEV_6000,XIRECS,0.0,4
45600,,,VEV_6500,XIRECS,0.0,4
47000,SUBMISSION,,VEV_5100,XIRECS,161.0,5
47200,,,VEV_5400,XIRECS,11.0,3
47200,,,VEV_5500,XIRECS,3.0,3
47200,,,VEV_6000,XIRECS,0.0,3
47200,,,VEV_6500,XIRECS,0.0,3
47700,SUBMISSION,,VEV_5000,XIRECS,255.0,1
47900,,SUBMISSION,VEV_5000,XIRECS,250.0,2
48000,SUBMISSION,,VEV_5000,XIRECS,255.0,1
48200,,,VELVETFRUIT_EXTRACT,XIRECS,5248.0,7
49700,,,VELVETFRUIT_EXTRACT,XIRECS,5250.0,7
50000,,,VELVETFRUIT_EXTRACT,XIRECS,5256.0,4
50700,SUBMISSION,,HYDROGEL_PACK,XIRECS,10033.0,5
52300,SUBMISSION,,HYDROGEL_PACK,XIRECS,10035.0,6
52900,SUBMISSION,,VEV_5000,XIRECS,255.0,1
53000,,SUBMISSION,VEV_5000,XIRECS,250.0,2
53100,SUBMISSION,,VEV_5000,XIRECS,256.0,2
53200,,SUBMISSION,VEV_5000,XIRECS,251.0,2
53300,SUBMISSION,,VEV_5000,XIRECS,255.0,1
54400,,,VEV_5400,XIRECS,11.0,2
54400,,,VEV_5500,XIRECS,3.0,2
54400,,,VEV_6000,XIRECS,0.0,2
54400,,,VEV_6500,XIRECS,0.0,2
54800,SUBMISSION,,VEV_5000,XIRECS,255.0,1
55000,,SUBMISSION,VEV_5000,XIRECS,250.0,2
55100,SUBMISSION,,VEV_5000,XIRECS,255.0,1
55100,,,VELVETFRUIT_EXTRACT,XIRECS,5247.0,4
55500,,SUBMISSION,VEV_5000,XIRECS,251.0,1
55600,SUBMISSION,,VEV_5000,XIRECS,257.0,1
55700,,SUBMISSION,VEV_5000,XIRECS,253.0,1
55900,SUBMISSION,,VEV_5000,XIRECS,260.0,2
56000,,SUBMISSION,VEV_5000,XIRECS,251.0,1
56200,SUBMISSION,,HYDROGEL_PACK,XIRECS,10038.0,6
56200,,SUBMISSION,VEV_5000,XIRECS,251.0,1
56400,SUBMISSION,,VEV_5000,XIRECS,258.0,1
56400,,,VELVETFRUIT_EXTRACT,XIRECS,5250.0,5
57600,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5257.0,5
58100,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5257.0,5
58300,,,VELVETFRUIT_EXTRACT,XIRECS,5257.0,6
59800,,SUBMISSION,VEV_5000,XIRECS,251.0,1
60200,SUBMISSION,,VEV_5000,XIRECS,257.0,1
60600,,,VEV_4000,XIRECS,1239.0,2
61300,,SUBMISSION,HYDROGEL_PACK,XIRECS,10065.0,6
62400,,,VELVETFRUIT_EXTRACT,XIRECS,5246.0,5
63000,SUBMISSION,,VEV_5000,XIRECS,256.0,1
63800,,SUBMISSION,VEV_5000,XIRECS,248.0,1
64800,SUBMISSION,,HYDROGEL_PACK,XIRECS,10056.0,2
65800,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5256.0,5
65900,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5256.0,5
66300,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5258.0,5
66400,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5258.0,5
66500,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5258.0,5
66600,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5258.0,5
66700,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5258.0,5
66800,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5259.0,5
67300,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5259.0,5
67400,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5258.0,5
67600,,,VELVETFRUIT_EXTRACT,XIRECS,5261.0,7
67900,SUBMISSION,,VEV_5500,XIRECS,5.0,1
68000,,SUBMISSION,VEV_5500,XIRECS,3.0,1
68000,,,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5
69000,SUBMISSION,,HYDROGEL_PACK,XIRECS,10037.0,4
69400,,,VELVETFRUIT_EXTRACT,XIRECS,5255.0,8
69900,,,VEV_5400,XIRECS,12.0,5
69900,,,VEV_5500,XIRECS,3.0,5
69900,,,VEV_6000,XIRECS,0.0,5
69900,,,VEV_6500,XIRECS,0.0,5
70100,,,VEV_5400,XIRECS,12.0,5
70100,,,VEV_5500,XIRECS,3.0,5
70100,,,VEV_6000,XIRECS,0.0,5
70100,,,VEV_6500,XIRECS,0.0,5
70200,,SUBMISSION,VEV_5100,XIRECS,166.0,1
70200,,SUBMISSION,VEV_5200,XIRECS,91.0,1
70200,,SUBMISSION,VEV_5300,XIRECS,41.0,1
70200,,,VEV_4000,XIRECS,1267.0,1
70300,,,VEV_5400,XIRECS,12.0,4
70300,,,VEV_5500,XIRECS,3.0,4
70300,,,VEV_6000,XIRECS,0.0,4
70300,,,VEV_6500,XIRECS,0.0,4
71300,SUBMISSION,,VEV_5300,XIRECS,42.0,1
71500,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5259.0,5
71800,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5
71900,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5263.0,5
72000,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5263.0,5
72100,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5263.0,5
72200,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5262.0,5
72300,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5262.0,5
72400,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5
72500,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5262.0,5
72600,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5
72700,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5
72800,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5
73000,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5263.0,5
73100,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5263.0,5
73200,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5264.0,5
73300,,SUBMISSION,VELVETFRUIT_EXTRACT,XIRECS,5262.0,5
74300,,,VEV_5300,XIRECS,41.0,3
74300,,,VEV_5400,XIRECS,12.0,3
74300,,,VEV_6000,XIRECS,0.0,3
74300,,,VEV_6500,XIRECS,0.0,3
74900,,,VELVETFRUIT_EXTRACT,XIRECS,5257.0,8
76100,,,VEV_4000,XIRECS,1247.0,2
77100,,,VELVETFRUIT_EXTRACT,XIRECS,5255.0,5
77300,,,VELVETFRUIT_EXTRACT,XIRECS,5256.0,8
77300,,,VELVETFRUIT_EXTRACT,XIRECS,5256.0,6
77600,,,VELVETFRUIT_EXTRACT,XIRECS,5255.0,7
78900,,,VELVETFRUIT_EXTRACT,XIRECS,5256.0,6
79900,,SUBMISSION,HYDROGEL_PACK,XIRECS,10049.0,6
80000,,,VELVETFRUIT_EXTRACT,XIRECS,5257.0,8
81600,,SUBMISSION,HYDROGEL_PACK,XIRECS,10035.0,12
81600,,SUBMISSION,HYDROGEL_PACK,XIRECS,10032.0,20
83500,,,HYDROGEL_PACK,XIRECS,10055.0,5
84100,SUBMISSION,,VEV_5000,XIRECS,262.0,1
84100,,,VELVETFRUIT_EXTRACT,XIRECS,5254.0,3
84700,,SUBMISSION,VEV_5000,XIRECS,251.0,2
84900,SUBMISSION,,HYDROGEL_PACK,XIRECS,10041.0,5
85000,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5248.0,5
85000,SUBMISSION,,VEV_5000,XIRECS,254.0,1
85000,,,VELVETFRUIT_EXTRACT,XIRECS,5248.0,1
85200,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5249.0,5
85300,SUBMISSION,,VEV_5200,XIRECS,86.0,1
86000,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5249.0,5
86100,,,VELVETFRUIT_EXTRACT,XIRECS,5244.0,6
86200,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5248.0,5
86400,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5248.0,5
86500,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5248.0,5
86600,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5247.0,5
87100,SUBMISSION,,HYDROGEL_PACK,XIRECS,10035.0,4
87300,,,VEV_5400,XIRECS,10.0,3
87300,,,VEV_5500,XIRECS,3.0,3
87300,,,VEV_6000,XIRECS,0.0,3
87300,,,VEV_6500,XIRECS,0.0,3
87400,,,VELVETFRUIT_EXTRACT,XIRECS,5245.0,6
88200,,SUBMISSION,VEV_5100,XIRECS,157.0,3
88200,,SUBMISSION,VEV_5200,XIRECS,84.0,3
88200,,SUBMISSION,VEV_5300,XIRECS,37.0,3
88200,,,VEV_4000,XIRECS,1257.0,3
88300,,,VELVETFRUIT_EXTRACT,XIRECS,5245.0,6
88800,SUBMISSION,,VEV_5200,XIRECS,86.0,3
88800,SUBMISSION,,VEV_5300,XIRECS,38.0,3
89600,,SUBMISSION,VEV_5100,XIRECS,158.0,1
89600,,,VEV_4000,XIRECS,1257.0,2
89800,,SUBMISSION,HYDROGEL_PACK,XIRECS,10044.0,4
91700,,,VELVETFRUIT_EXTRACT,XIRECS,5250.0,6
92200,,,VEV_5300,XIRECS,40.0,3
92200,,,VEV_5400,XIRECS,12.0,3
92200,,,VEV_5500,XIRECS,3.0,3
92200,,,VEV_6000,XIRECS,0.0,3
92200,,,VEV_6500,XIRECS,0.0,3
92700,,,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5
93700,,,VELVETFRUIT_EXTRACT,XIRECS,5259.0,4
95200,,SUBMISSION,HYDROGEL_PACK,XIRECS,10042.0,5
95700,,,VELVETFRUIT_EXTRACT,XIRECS,5259.0,8
96600,,,VELVETFRUIT_EXTRACT,XIRECS,5253.0,4
98400,,,VELVETFRUIT_EXTRACT,XIRECS,5258.0,8
98900,,,VEV_5200,XIRECS,88.0,3
98900,,,VEV_5300,XIRECS,39.0,3
98900,,,VEV_5400,XIRECS,11.0,3
98900,,,VEV_5500,XIRECS,3.0,3
98900,,,VEV_6000,XIRECS,0.0,3
98900,,,VEV_6500,XIRECS,0.0,3
99400,,,VELVETFRUIT_EXTRACT,XIRECS,5253.0,12
100500,SUBMISSION,,HYDROGEL_PACK,XIRECS,10011.0,6
101300,,,VELVETFRUIT_EXTRACT,XIRECS,5258.0,4
101900,,,VELVETFRUIT_EXTRACT,XIRECS,5250.0,3
102200,,,VELVETFRUIT_EXTRACT,XIRECS,5253.0,4
103700,,,VELVETFRUIT_EXTRACT,XIRECS,5251.0,8
103800,,,VELVETFRUIT_EXTRACT,XIRECS,5251.0,8
104600,,SUBMISSION,VEV_5100,XIRECS,161.0,1
104600,,SUBMISSION,VEV_5200,XIRECS,86.0,1
104600,,SUBMISSION,VEV_5300,XIRECS,38.0,1
104600,,,VEV_4000,XIRECS,1261.0,1
106000,SUBMISSION,,VEV_5200,XIRECS,84.0,1
106200,SUBMISSION,,VEV_5300,XIRECS,38.0,1
106300,SUBMISSION,,VEV_5100,XIRECS,161.0,4
106800,,,VEV_4000,XIRECS,1239.0,2
108400,,,HYDROGEL_PACK,XIRECS,10026.0,5
108800,,,VEV_4000,XIRECS,1244.0,3
109400,,,VELVETFRUIT_EXTRACT,XIRECS,5252.0,8
109500,,,HYDROGEL_PACK,XIRECS,10013.0,6
110200,,,HYDROGEL_PACK,XIRECS,10019.0,5
111400,SUBMISSION,,VEV_5100,XIRECS,161.0,3
111400,,,VELVETFRUIT_EXTRACT,XIRECS,5245.0,4
111600,,SUBMISSION,VEV_5500,XIRECS,2.0,1
111600,,,VELVETFRUIT_EXTRACT,XIRECS,5244.0,6
111700,SUBMISSION,,VEV_5500,XIRECS,4.0,1
112200,SUBMISSION,,VEV_5000,XIRECS,248.0,1
112400,,SUBMISSION,HYDROGEL_PACK,XIRECS,10037.0,4
112400,,SUBMISSION,VEV_5000,XIRECS,241.0,1
112500,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5243.0,5
112700,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5242.0,5
112800,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5242.0,5
112900,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5241.0,5
113000,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5241.0,5
113100,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5237.0,5
113100,SUBMISSION,,VEV_5100,XIRECS,152.0,5
113100,,,VELVETFRUIT_EXTRACT,XIRECS,5237.0,5
113200,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5239.0,5
113300,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5239.0,5
113400,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5238.0,5
113500,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5237.0,5
113600,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5238.0,5
113700,SUBMISSION,,VELVETFRUIT_EXTRACT,XIRECS,5239.0,5
